fifo,split,frames,target_point_recall,matched_cluster_precision,matched_cluster_f1,target_detection_rate,fragmented_frame_rate,runtime_mean_ms,runtime_p95_ms,selection_score
2,development,564,0.8564476885644768,0.9219653179190751,0.8879996520377538,0.9485815602836879,0.14716312056737588,6.309226631205674,9.727103399999999,0.8859051263900174
2,held_out,449,0.9051094890510949,0.8802997436403076,0.8925322403279016,0.9398663697104677,0.060133630289532294,6.452153512249443,9.9809922,0.89577154823969
5,development,564,0.874653913918953,0.9171285299551333,0.8953877866529245,0.9858156028368794,0.25,9.042278175531916,15.5897532,0.8893778294287005
5,held_out,449,0.9142335766423357,0.8792044457443697,0.896376919636201,0.9732739420935412,0.11581291759465479,9.64784725167038,16.442310799999998,0.9001607445904025
7,development,564,0.8806946891517745,0.9155691234191016,0.8977933629832363,0.9893617021276596,0.25177304964539005,10.588473239361702,19.898973100000003,0.8912727535090585
7,held_out,449,0.917477696674777,0.8792383173030215,0.8979510839906732,0.9844097995545658,0.1358574610244989,11.423082077951003,21.125041799999998,0.9014107839480162
